"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Bile-Vial Boggart","B","C","287988","6.59","34871","9.52","9016","16.3%","49.9%","1642","50.5%","1955","49.6%","3597","50.0%","5416","49.8%","0.2pp"
"Bitterbloom Bearer","B","M","5513","1.86","2713","1.92","8446","98.8%","56.8%","1458","63.0%","2093","57.3%","3551","59.6%","4867","54.7%","4.9pp"
"Blight Rot","B","C","171237","3.77","40011","4.72","117720","98.3%","56.3%","20078","56.0%","29232","58.6%","49310","57.5%","68434","55.4%","2.2pp"
"Blighted Blackthorn","B","C","298462","6.78","36811","9.89","20290","25.2%","51.3%","3396","46.6%","5014","52.7%","8410","50.2%","11877","52.1%","-1.8pp"
"Bloodline Bidding","B","R","19403","3.09","6396","3.38","23624","96.3%","58.2%","3891","57.2%","6158","64.4%","10049","61.6%","13595","55.7%","5.9pp"
"Boggart Mischief","B","U","69485","4.25","15170","5.08","1412","13.4%","50.1%","240","","343","","583","47.7%","825","51.6%","-4.0pp"
"Boggart Prankster","B","C","295155","6.95","37566","9.83","3277","6.9%","47.5%","592","47.3%","773","49.3%","1365","48.4%","1905","46.7%","1.7pp"
"Bogslither's Embrace","B","C","174661","3.82","42344","4.77","120867","98.0%","56.5%","20418","55.5%","30014","59.7%","50432","58.0%","70479","55.4%","2.5pp"
"Champion of the Weird","B","R","17473","2.95","5299","3.33","2639","40.2%","52.5%","474","","665","54.9%","1139","55.0%","1462","50.1%","5.0pp"
"Creakwood Safewright","B","U","61889","3.69","17385","4.35","83010","99.7%","57.3%","14974","58.5%","19545","57.9%","34519","58.2%","46942","56.4%","1.8pp"
"Darkness Descends","B","U","110246","6.38","12281","9.58","4331","17.3%","49.8%","737","46.7%","1021","54.0%","1758","50.9%","2573","49.0%","1.9pp"
"Dawnhand Dissident","B","R","13816","2.34","6359","2.52","23320","99.1%","57.6%","4366","61.5%","5568","59.9%","9934","60.6%","12832","54.9%","5.6pp"
"Dawnhand Eulogist","B","C","247486","5.54","48742","7.04","210313","94.7%","57.7%","35653","57.1%","50333","59.6%","85986","58.5%","119785","56.7%","1.8pp"
"Dose of Dawnglow","B","U","104042","5.76","13642","8.33","20349","53.1%","52.8%","3361","48.6%","5043","55.0%","8404","52.5%","11962","53.0%","-0.5pp"
"Dream Seizer","B","C","298586","6.84","36546","9.94","18252","22.8%","52.3%","3120","49.4%","4527","54.1%","7647","52.2%","10597","52.4%","-0.2pp"
"Gloom Ripper","B","R","13195","2.36","5886","2.52","36279","99.9%","61.0%","6062","66.9%","9158","69.2%","15220","68.3%","19560","54.4%","13.9pp"
"Gnarlbark Elm","B","U","70829","4.08","14280","5.14","25371","79.4%","54.3%","4436","52.6%","6418","57.3%","10854","55.3%","14536","53.5%","1.8pp"
"Graveshifter","B","U","57644","3.36","16768","4.01","46165","97.6%","56.1%","7693","52.8%","11069","57.8%","18762","55.8%","26290","55.8%","0.0pp"
"Grub, Storied Matriarch","B","R","19823","3.19","5400","3.70","1291","25.2%","50.4%","248","","308","","556","55.6%","728","46.6%","9.0pp"
"Gutsplitter Gang","B","U","94085","5.43","13447","7.44","3142","20.0%","49.5%","494","","797","51.1%","1291","50.7%","1856","48.8%","2.0pp"
"Heirloom Auntie","B","C","291961","6.86","33372","10.00","6245","12.2%","48.4%","1121","45.5%","1426","48.5%","2547","47.2%","3698","49.3%","-2.1pp"
"Iron-Shield Elf","B","U","69798","4.01","18421","4.79","77158","98.4%","57.7%","13975","60.5%","17503","57.6%","31478","58.9%","44561","56.6%","2.3pp"
"Moonglove Extractor","B","C","286743","6.46","35786","9.36","77960","58.6%","54.1%","13880","52.8%","17386","53.0%","31266","52.9%","45818","54.7%","-1.8pp"
"Moonshadow","B","M","6416","2.03","2767","2.16","9987","99.4%","57.0%","1731","63.7%","2488","57.3%","4219","59.9%","5745","55.0%","4.9pp"
"Mornsong Aria","B","R","49614","5.98","6081","9.18","182","1.8%","","35","","40","","75","","107","",""
"Mudbutton Cursetosser","B","U","86278","4.95","15341","6.31","2670","17.9%","50.6%","491","","602","48.8%","1093","49.7%","1572","51.3%","-1.6pp"
"Nameless Inversion","B","U","50958","3.06","17283","3.55","51668","99.6%","57.4%","9100","58.2%","12410","59.8%","21510","59.1%","28962","55.6%","3.5pp"
"Nightmare Sower","B","U","89828","5.21","12312","7.23","7727","35.3%","51.3%","1284","51.0%","1999","53.4%","3283","52.5%","4470","50.4%","2.0pp"
"Perfect Intimidation","B","U","116512","6.72","12320","10.25","3181","12.3%","48.9%","523","46.5%","754","50.9%","1277","49.1%","1906","48.8%","0.3pp"
"Requiting Hex","B","U","84758","4.73","13200","6.40","25520","74.1%","54.6%","4432","56.7%","6017","54.2%","10449","55.2%","15083","54.1%","1.1pp"
"Retched Wretch","B","U","96370","5.49","13787","7.56","2944","18.3%","47.8%","539","44.9%","664","48.9%","1203","47.1%","1745","48.1%","-0.9pp"
"Scarblade Scout","B","C","236475","5.17","47644","6.62","204458","96.6%","57.5%","37066","59.4%","45255","57.7%","82321","58.5%","119063","56.7%","1.8pp"
"Scarblade's Malice","B","C","291245","6.54","35628","9.57","63278","54.1%","54.7%","10540","53.1%","14876","57.2%","25416","55.5%","37889","54.2%","1.3pp"
"Shimmercreep","B","U","93482","5.08","17132","6.84","12742","48.4%","51.8%","2124","50.0%","3155","56.4%","5279","53.8%","7459","50.3%","3.5pp"
"Taster of Wares","B","R","16867","2.79","6409","3.03","12692","90.8%","57.5%","2267","59.8%","3061","61.2%","5328","60.6%","7333","55.3%","5.2pp"
"Twilight Diviner","B","R","19941","3.07","5655","3.60","21756","97.0%","55.9%","3976","57.0%","5159","57.6%","9135","57.4%","12253","54.5%","2.9pp"
"Unbury","B","U","70855","3.96","16887","4.94","48168","94.6%","56.4%","8078","53.9%","11849","59.3%","19927","57.1%","28285","55.8%","1.3pp"
"Ashling, Rekindled","R","R","16370","2.76","6330","3.02","48","2.1%","","8","","12","","20","","28","",""
"Boldwyr Aggressor","R","U","108946","6.32","13835","9.16","13","0.1%","","1","","2","","3","","10","",""
"Boneclub Berserker","R","C","300288","7.39","34582","10.75","7","0.0%","","0","","0","","0","","7","",""
"Boulder Dash","R","U","69703","3.98","17518","4.85","108","2.5%","","17","","31","","48","","61","",""
"Brambleback Brute","R","C","298005","6.98","37170","10.07","15","0.1%","","3","","6","","9","","6","",""
"Burning Curiosity","R","C","308999","7.28","43121","10.22","77","0.3%","","14","","19","","33","","44","",""
"Champion of the Path","R","R","19070","3.13","5665","3.59","24","1.2%","","1","","9","","10","","14","",""
"Cinder Strike","R","C","184336","4.09","49654","4.97","741","6.2%","52.1%","117","","189","","306","","435","",""
"Collective Inferno","R","R","31831","4.48","4754","6.26","8","0.3%","","1","","1","","2","","6","",""
"Elder Auntie","R","C","287195","6.68","38127","9.46","0","0.0%","","0","","0","","0","","0","",""
"End-Blaze Epiphany","R","R","15985","2.57","7380","2.75","1237","32.2%","58.4%","203","","317","","520","64.4%","717","54.1%","10.3pp"
"Enraged Flamecaster","R","C","287148","6.63","36525","9.57","8","0.1%","","0","","5","","5","","3","",""
"Explosive Prodigy","R","U","60632","3.58","20393","4.11","585","11.2%","54.7%","108","","139","","247","","336","",""
"Feed the Flames","R","C","225073","4.84","43475","6.36","770","6.7%","49.5%","122","","198","","320","","451","",""
"Flame-Chain Mauler","R","C","290320","6.61","43114","9.21","0","0.0%","","0","","0","","0","","0","",""
"Flamebraider","R","U","65590","3.97","20098","4.54","21","0.4%","","1","","8","","9","","12","",""
"Flamekin Gildweaver","R","C","268070","5.93","49494","7.76","62","0.4%","","7","","16","","23","","39","",""
"Giantfall","R","U","85838","4.79","14897","6.33","115","2.3%","","15","","39","","54","","61","",""
"Goatnap","R","U","123230","7.45","13526","11.10","1","0.0%","","0","","0","","0","","1","",""
"Goliath Daydreamer","R","R","15956","2.66","6180","2.91","30","1.5%","","7","","11","","18","","12","",""
"Gristle Glutton","R","C","282846","6.40","47311","8.58","20","0.1%","","4","","4","","8","","12","",""
"Hexing Squelcher","R","R","21289","3.22","4403","4.07","18","0.9%","","1","","4","","5","","13","",""
"Impolite Entrance","R","U","121419","7.23","13656","10.69","0","0.0%","","0","","0","","0","","0","",""
"Kindle the Inner Flame","R","U","108329","6.30","16922","8.53","39","0.4%","","7","","8","","15","","24","",""
"Kulrath Zealot","R","C","247381","5.36","50804","6.90","506","3.3%","50.8%","97","","131","","228","","277","",""
"Lasting Tarfire","R","U","110179","6.61","14583","9.31","8","0.1%","","1","","2","","3","","5","",""
"Lavaleaper","R","R","41010","5.36","5003","8.31","9","0.2%","","5","","0","","5","","4","",""
"Meek Attack","R","M","25038","5.49","3173","8.41","0","0.0%","","0","","0","","0","","0","",""
"Reckless Ransacking","R","C","316187","7.83","35525","11.47","11","0.0%","","0","","2","","2","","9","",""
"Scuzzback Scrounger","R","R","20288","3.11","6096","3.59","54","2.9%","","4","","17","","21","","34","",""
"Sear","R","U","48828","2.94","17565","3.39","480","12.4%","","83","","114","","197","","283","",""
"Sizzling Changeling","R","U","76357","4.22","17877","5.25","116","2.6%","","19","","37","","56","","58","",""
"Soul Immolation","R","M","6940","2.23","3714","2.31","279","16.8%","","47","","75","","122","","157","",""
"Soulbright Seeker","R","U","94317","5.35","17478","6.97","2","0.0%","","1","","0","","1","","1","",""
"Sourbread Auntie","R","U","85278","4.95","16477","6.31","8","0.1%","","3","","0","","3","","5","",""
"Spinerock Tyrant","R","M","5278","1.76","2953","1.82","177","13.2%","","19","","49","","68","","104","",""
"Squawkroaster","R","U","97594","5.48","14383","7.63","128","2.1%","","25","","37","","62","","66","",""
"Sting-Slinger","R","U","98646","5.63","15105","7.68","5","0.1%","","2","","1","","3","","2","",""
"Tweeze","R","C","209824","4.52","43284","5.87","592","5.5%","51.2%","105","","141","","246","","348","",""
"Warren Torchmaster","R","U","104106","5.94","14866","8.25","0","0.0%","","0","","0","","0","","0","",""
"Assert Perfection","G","C","181711","3.89","50475","4.78","147291","98.5%","57.5%","24711","57.9%","36442","60.9%","61153","59.7%","86169","55.9%","3.7pp"
